dataset,scenario,player,members,n_players,full_coalition_mask,gate_mass,group_shapley_mse_utility,original_shapley_sum,zero_gate_positive_shapley
tmhintqi,remove_egemaps_9,whisper,whisper,9,511,0.19219008532970358,0.11500197167754833,0.1039670745338689,False
tmhintqi,remove_egemaps_9,contentvec12,contentvec12,9,511,0.07161301236353128,0.09101686812303504,0.0804864305101313,False
tmhintqi,remove_egemaps_9,wavlm,wavlm,9,511,0.16968572303143803,0.11795761875483025,0.1063505814746487,False
tmhintqi,remove_egemaps_9,beats,beats,9,511,0.2710305180185258,0.11494353054723787,0.103502732861307,False
tmhintqi,remove_egemaps_9,auditory_erb,auditory_erb,9,511,1.39065339884619e-17,0.025174574783125733,0.0221572798267956,True
tmhintqi,remove_egemaps_9,speaker,speaker,9,511,0.011759889026842397,0.0821560728995815,0.0724033610184699,False
tmhintqi,remove_egemaps_9,rmvpe_cont,rmvpe_cont,9,511,4.460867252979251e-17,0.00248240936787124,0.0023433231040376,True
tmhintqi,remove_egemaps_9,rmvpe_quant,rmvpe_quant,9,511,0.0,0.0036084169489854394,0.003210621525143,True
tmhintqi,remove_egemaps_9,ced,ced,9,511,0.2837207722299589,0.10793791980111848,0.0963675117040662,False
tmhintqi,remove_quant_and_egemaps_8,whisper,whisper,8,383,0.19219021760318442,0.11545749915401238,0.1039670745338689,False
tmhintqi,remove_quant_and_egemaps_8,contentvec12,contentvec12,8,383,0.07161277097994717,0.09142430986800876,0.0804864305101313,False
tmhintqi,remove_quant_and_egemaps_8,wavlm,wavlm,8,383,0.16968609878952023,0.11841530491208513,0.1063505814746487,False
tmhintqi,remove_quant_and_egemaps_8,beats,beats,8,383,0.2710304137487164,0.1153806584489652,0.103502732861307,False
tmhintqi,remove_quant_and_egemaps_8,auditory_erb,auditory_erb,8,383,1.559883716108515e-17,0.025681066083307877,0.0221572798267956,True
tmhintqi,remove_quant_and_egemaps_8,speaker,speaker,8,383,0.011759487664526029,0.08267575397090568,0.0724033610184699,False
tmhintqi,remove_quant_and_egemaps_8,rmvpe_cont,rmvpe_cont,8,383,3.593484339167166e-18,0.0028226606104218965,0.0023433231040376,True
tmhintqi,remove_quant_and_egemaps_8,ced,ced,8,383,0.2837210112141058,0.10842213674963291,0.0963675117040662,False
