dataset,outer_fold,method,k,mask,features,inner_mse,outer_utterance_mse,n_outer_systems,n_outer_items,weights_json
brspeech,2,gate,7,911,whisper+contentvec12+wavlm+beats+rmvpe_quant+ced+egemaps,0.9561386731784628,1.0906429731332603,1,384,"{""whisper"": 0.048165020274580285, ""contentvec12"": 0.03591575964968486, ""wavlm"": 0.15507345930886401, ""beats"": 3.727393794801566e-17, ""rmvpe_quant"": 1.3261997372131764e-17, ""ced"": 0.0, ""egemaps"": 0.7608457607668708}"
brspeech,2,gate,8,943,whisper+contentvec12+wavlm+beats+speaker+rmvpe_quant+ced+egemaps,0.9561386731785304,1.090643036587586,1,384,"{""whisper"": 0.04816505730643747, ""contentvec12"": 0.03591578038833917, ""wavlm"": 0.155073357451868, ""beats"": 6.494671508981073e-17, ""speaker"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.0, ""egemaps"": 0.7608458048533553}"
brspeech,2,gate,9,959,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_quant+ced+egemaps,0.9561386731783824,1.0906427656179567,1,384,"{""whisper"": 0.04816490443140543, ""contentvec12"": 0.03591569292620371, ""wavlm"": 0.15507378913631856, ""beats"": 6.854868235539602e-17, ""auditory_erb"": 0.0, ""speaker"": 2.0843601890675938e-17, ""rmvpe_quant"": 0.0, ""ced"": 6.364266752489911e-17, ""egemaps"": 0.7608456135060723}"
brspeech,2,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731785296,1.0906429841070528,1,384,"{""whisper"": 0.048165087029421086, ""contentvec12"": 0.035915791534318335, ""wavlm"": 0.15507339244528126, ""beats"": 9.388852000545564e-17, ""auditory_erb"": 0.0, ""speaker"": 4.843777752112198e-17, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 6.015925237509452e-17, ""ced"": 8.565535975814384e-17, ""egemaps"": 0.760845728990979}"
brspeech,2,shapley,1,512,egemaps,0.9935752419187852,1.32352143926453,1,384,"{""egemaps"": 1.0}"
brspeech,2,shapley,2,516,wavlm+egemaps,0.96415125899959,1.1134286955270225,1,384,"{""wavlm"": 0.18329918516568158, ""egemaps"": 0.8167008148343184}"
brspeech,2,shapley,3,580,wavlm+rmvpe_cont+egemaps,0.96415125899959,1.1134286955270238,1,384,"{""wavlm"": 0.18329918516568008, ""rmvpe_cont"": 0.0, ""egemaps"": 0.81670081483432}"
brspeech,2,shapley,4,612,wavlm+speaker+rmvpe_cont+egemaps,0.96415125899959,1.1134286955270225,1,384,"{""wavlm"": 0.18329918516568172, ""speaker"": 0.0, ""rmvpe_cont"": 4.686633297158044e-18, ""egemaps"": 0.8167008148343183}"
brspeech,2,shapley,5,868,wavlm+speaker+rmvpe_cont+ced+egemaps,0.9641512589997148,1.1134290424807494,1,384,"{""wavlm"": 0.1832988078170737, ""speaker"": 2.3901575705621847e-17, ""rmvpe_cont"": 1.355633880433145e-17, ""ced"": 1.1832626756668949e-17, ""egemaps"": 0.8167011921829262}"
brspeech,2,shapley,6,870,contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,0.961001016075489,1.095703706129789,1,384,"{""contentvec12"": 0.04443080381273869, ""wavlm"": 0.1689175811105414, ""speaker"": 0.0, ""rmvpe_cont"": 7.979632698286748e-18, ""ced"": 0.0, ""egemaps"": 0.78665161507672}"
brspeech,2,shapley,7,871,whisper+contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,0.9561386731783822,1.0906427532849836,1,384,"{""whisper"": 0.04816492141863266, ""contentvec12"": 0.0359157192637519, ""wavlm"": 0.15507377505356765, ""speaker"": 1.1640270868303419e-17, ""rmvpe_cont"": 1.835892297103473e-17, ""ced"": 3.739125037002643e-17, ""egemaps"": 0.7608455842640478}"
brspeech,2,shapley,8,999,whisper+contentvec12+wavlm+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731784348,1.090642992805117,1,384,"{""whisper"": 0.04816493886149478, ""contentvec12"": 0.03591556547953228, ""wavlm"": 0.15507362026826738, ""speaker"": 0.0, ""rmvpe_cont"": 2.5119609083773525e-17, ""rmvpe_quant"": 4.990294608748709e-17, ""ced"": 0.0, ""egemaps"": 0.7608458753907054}"
brspeech,2,shapley,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731783807,1.0906427860350905,1,384,"{""whisper"": 0.048164918595545676, ""contentvec12"": 0.03591570062399993, ""wavlm"": 0.1550737545495591, ""beats"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 9.169597522148791e-17, ""ced"": 0.0, ""egemaps"": 0.7608456262308952}"
brspeech,2,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731785296,1.0906429841070528,1,384,"{""whisper"": 0.048165087029421086, ""contentvec12"": 0.035915791534318335, ""wavlm"": 0.15507339244528126, ""beats"": 9.388852000545564e-17, ""auditory_erb"": 0.0, ""speaker"": 4.843777752112198e-17, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 6.015925237509452e-17, ""ced"": 8.565535975814384e-17, ""egemaps"": 0.760845728990979}"
brspeech,2,singleton,1,512,egemaps,0.9935752419187852,1.32352143926453,1,384,"{""egemaps"": 1.0}"
brspeech,2,singleton,2,516,wavlm+egemaps,0.96415125899959,1.1134286955270225,1,384,"{""wavlm"": 0.18329918516568158, ""egemaps"": 0.8167008148343184}"
brspeech,2,singleton,3,580,wavlm+rmvpe_cont+egemaps,0.96415125899959,1.1134286955270238,1,384,"{""wavlm"": 0.18329918516568008, ""rmvpe_cont"": 0.0, ""egemaps"": 0.81670081483432}"
brspeech,2,singleton,4,612,wavlm+speaker+rmvpe_cont+egemaps,0.96415125899959,1.1134286955270225,1,384,"{""wavlm"": 0.18329918516568172, ""speaker"": 0.0, ""rmvpe_cont"": 4.686633297158044e-18, ""egemaps"": 0.8167008148343183}"
brspeech,2,singleton,5,868,wavlm+speaker+rmvpe_cont+ced+egemaps,0.9641512589997148,1.1134290424807494,1,384,"{""wavlm"": 0.1832988078170737, ""speaker"": 2.3901575705621847e-17, ""rmvpe_cont"": 1.355633880433145e-17, ""ced"": 1.1832626756668949e-17, ""egemaps"": 0.8167011921829262}"
brspeech,2,singleton,6,870,contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,0.961001016075489,1.095703706129789,1,384,"{""contentvec12"": 0.04443080381273869, ""wavlm"": 0.1689175811105414, ""speaker"": 0.0, ""rmvpe_cont"": 7.979632698286748e-18, ""ced"": 0.0, ""egemaps"": 0.78665161507672}"
brspeech,2,singleton,7,871,whisper+contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,0.9561386731783822,1.0906427532849836,1,384,"{""whisper"": 0.04816492141863266, ""contentvec12"": 0.0359157192637519, ""wavlm"": 0.15507377505356765, ""speaker"": 1.1640270868303419e-17, ""rmvpe_cont"": 1.835892297103473e-17, ""ced"": 3.739125037002643e-17, ""egemaps"": 0.7608455842640478}"
brspeech,2,singleton,8,999,whisper+contentvec12+wavlm+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731784348,1.090642992805117,1,384,"{""whisper"": 0.04816493886149478, ""contentvec12"": 0.03591556547953228, ""wavlm"": 0.15507362026826738, ""speaker"": 0.0, ""rmvpe_cont"": 2.5119609083773525e-17, ""rmvpe_quant"": 4.990294608748709e-17, ""ced"": 0.0, ""egemaps"": 0.7608458753907054}"
brspeech,2,singleton,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731783807,1.0906427860350905,1,384,"{""whisper"": 0.048164918595545676, ""contentvec12"": 0.03591570062399993, ""wavlm"": 0.1550737545495591, ""beats"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 9.169597522148791e-17, ""ced"": 0.0, ""egemaps"": 0.7608456262308952}"
brspeech,2,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731785296,1.0906429841070528,1,384,"{""whisper"": 0.048165087029421086, ""contentvec12"": 0.035915791534318335, ""wavlm"": 0.15507339244528126, ""beats"": 9.388852000545564e-17, ""auditory_erb"": 0.0, ""speaker"": 4.843777752112198e-17, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 6.015925237509452e-17, ""ced"": 8.565535975814384e-17, ""egemaps"": 0.760845728990979}"
brspeech,2,inner_search,1,512,egemaps,0.9935752419187852,1.32352143926453,1,384,"{""egemaps"": 1.0}"
brspeech,2,inner_search,2,516,wavlm+egemaps,0.96415125899959,1.1134286955270225,1,384,"{""wavlm"": 0.18329918516568158, ""egemaps"": 0.8167008148343184}"
brspeech,2,inner_search,3,517,whisper+wavlm+egemaps,0.958149299253132,1.1046555888775262,1,384,"{""whisper"": 0.05288686908147614, ""wavlm"": 0.16507166393438663, ""egemaps"": 0.7820414669841373}"
brspeech,2,inner_search,4,519,whisper+contentvec12+wavlm+egemaps,0.9561386731783816,1.0906427693792111,1,384,"{""whisper"": 0.04816493381507537, ""contentvec12"": 0.035915712966323156, ""wavlm"": 0.15507375640559934, ""egemaps"": 0.7608455968130021}"
brspeech,2,inner_search,5,535,whisper+contentvec12+wavlm+auditory_erb+egemaps,0.956138673178381,1.0906427860350911,1,384,"{""whisper"": 0.04816491859554524, ""contentvec12"": 0.03591570062399938, ""wavlm"": 0.15507375454955896, ""auditory_erb"": 9.537590986083423e-18, ""egemaps"": 0.7608456262308965}"
brspeech,2,inner_search,6,679,whisper+contentvec12+wavlm+speaker+rmvpe_quant+egemaps,0.9561386731783807,1.090642782740806,1,384,"{""whisper"": 0.04816491695222661, ""contentvec12"": 0.03591570012668254, ""wavlm"": 0.15507375927638092, ""speaker"": 0.0, ""rmvpe_quant"": 4.363315527235156e-17, ""egemaps"": 0.7608456236447098}"
brspeech,2,inner_search,7,623,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+egemaps,0.9561386731783807,1.090642786035093,1,384,"{""whisper"": 0.048164918595545475, ""contentvec12"": 0.035915700623999285, ""wavlm"": 0.15507375454955832, ""beats"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 8.86606326550021e-17, ""egemaps"": 0.7608456262308967}"
brspeech,2,inner_search,8,751,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+egemaps,0.9561386731783807,1.090642786035093,1,384,"{""whisper"": 0.048164918595545204, ""contentvec12"": 0.03591570062399932, ""wavlm"": 0.15507375454955835, ""beats"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""egemaps"": 0.760845626230897}"
brspeech,2,inner_search,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731783807,1.0906427860350905,1,384,"{""whisper"": 0.048164918595545676, ""contentvec12"": 0.03591570062399993, ""wavlm"": 0.1550737545495591, ""beats"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 9.169597522148791e-17, ""ced"": 0.0, ""egemaps"": 0.7608456262308952}"
brspeech,2,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9561386731785296,1.0906429841070528,1,384,"{""whisper"": 0.048165087029421086, ""contentvec12"": 0.035915791534318335, ""wavlm"": 0.15507339244528126, ""beats"": 9.388852000545564e-17, ""auditory_erb"": 0.0, ""speaker"": 4.843777752112198e-17, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 6.015925237509452e-17, ""ced"": 8.565535975814384e-17, ""egemaps"": 0.760845728990979}"
brspeech,3,gate,1,4,wavlm,1.33288469800621,2.34966293566195,1,256,"{""wavlm"": 1.0}"
brspeech,3,gate,2,516,wavlm+egemaps,1.0442190521065684,1.4533792500161018,1,256,"{""wavlm"": 0.5089279997014914, ""egemaps"": 0.4910720002985086}"
brspeech,3,gate,3,518,contentvec12+wavlm+egemaps,1.0146283998436665,1.5982566514426677,1,256,"{""contentvec12"": 0.173451454876776, ""wavlm"": 0.4422059710421516, ""egemaps"": 0.3843425740810724}"
brspeech,3,gate,4,646,contentvec12+wavlm+rmvpe_quant+egemaps,1.0098561297193718,2.052895450901031,1,256,"{""contentvec12"": 0.1651172796750597, ""wavlm"": 0.44297575468162464, ""rmvpe_quant"": 0.07458490057375995, ""egemaps"": 0.3173220650695557}"
brspeech,3,gate,5,647,whisper+contentvec12+wavlm+rmvpe_quant+egemaps,1.0097709988618224,2.049508207494043,1,256,"{""whisper"": 0.006902785020655477, ""contentvec12"": 0.16398260993509944, ""wavlm"": 0.4417940704246264, ""rmvpe_quant"": 0.07338028336697089, ""egemaps"": 0.3139402512526479}"
brspeech,3,gate,6,655,whisper+contentvec12+wavlm+beats+rmvpe_quant+egemaps,1.0097709988618138,2.049508927006793,1,256,"{""whisper"": 0.0069027731809265455, ""contentvec12"": 0.16398265849718155, ""wavlm"": 0.4417940331611506, ""beats"": 1.0115108637433244e-17, ""rmvpe_quant"": 0.07338038018747822, ""egemaps"": 0.313940154973263}"
brspeech,3,gate,7,671,whisper+contentvec12+wavlm+beats+auditory_erb+rmvpe_quant+egemaps,1.0097709988619366,2.0495113405087926,1,256,"{""whisper"": 0.006902692880587917, ""contentvec12"": 0.16398278317795856, ""wavlm"": 0.44179401798077184, ""beats"": 1.1127392418740938e-17, ""auditory_erb"": 0.0, ""rmvpe_quant"": 0.07338069686366896, ""egemaps"": 0.3139398090970128}"
brspeech,3,gate,8,703,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_quant+egemaps,1.0097709988618124,2.0495088007115614,1,256,"{""whisper"": 0.006902771406154531, ""contentvec12"": 0.16398263280659514, ""wavlm"": 0.4417940214702226, ""beats"": 0.0, ""auditory_erb"": 0.0, ""speaker"": 2.4751192765109763e-17, ""rmvpe_quant"": 0.07338037254530462, ""egemaps"": 0.31394020177172316}"
brspeech,3,gate,9,767,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+egemaps,1.0097709988618129,2.0495088305537483,1,256,"{""whisper"": 0.006902771491588309, ""contentvec12"": 0.16398262386830761, ""wavlm"": 0.4417940271370517, ""beats"": 0.0, ""auditory_erb"": 2.0322292403210992e-17, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.07338037755728151, ""egemaps"": 0.3139401999457709}"
brspeech,3,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0097709988618124,2.0495088292639627,1,256,"{""whisper"": 0.0069027717541852865, ""contentvec12"": 0.16398262363886232, ""wavlm"": 0.4417940278712334, ""beats"": 2.4247330584224106e-17, ""auditory_erb"": 1.8644141463687908e-17, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.07338037721829277, ""ced"": 0.0, ""egemaps"": 0.31394019951742613}"
brspeech,3,shapley,1,4,wavlm,1.33288469800621,2.34966293566195,1,256,"{""wavlm"": 1.0}"
brspeech,3,shapley,2,516,wavlm+egemaps,1.0442190521065684,1.4533792500161018,1,256,"{""wavlm"": 0.5089279997014914, ""egemaps"": 0.4910720002985086}"
brspeech,3,shapley,3,518,contentvec12+wavlm+egemaps,1.0146283998436665,1.5982566514426677,1,256,"{""contentvec12"": 0.173451454876776, ""wavlm"": 0.4422059710421516, ""egemaps"": 0.3843425740810724}"
brspeech,3,shapley,4,582,contentvec12+wavlm+rmvpe_cont+egemaps,1.014628399843655,1.5982566936675084,1,256,"{""contentvec12"": 0.17345155266855, ""wavlm"": 0.442205893465012, ""rmvpe_cont"": 2.049819732355407e-18, ""egemaps"": 0.384342553866438}"
brspeech,3,shapley,5,838,contentvec12+wavlm+rmvpe_cont+ced+egemaps,1.0145700576579513,1.6048833816295724,1,256,"{""contentvec12"": 0.17294967726735247, ""wavlm"": 0.4417541870616739, ""rmvpe_cont"": 0.0, ""ced"": 0.008880379954753681, ""egemaps"": 0.37641575571622}"
brspeech,3,shapley,6,966,contentvec12+wavlm+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0098561297193738,2.0528954125142005,1,256,"{""contentvec12"": 0.16511730607410433, ""wavlm"": 0.4429756972748843, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.07458490196420937, ""ced"": 1.5836233860984806e-17, ""egemaps"": 0.31732209468680206}"
brspeech,3,shapley,7,998,contentvec12+wavlm+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0098561297194648,2.0528935658249647,1,256,"{""contentvec12"": 0.16511748741298798, ""wavlm"": 0.4429756403780676, ""speaker"": 1.1884084008214647e-17, ""rmvpe_cont"": 5.845162610765113e-18, ""rmvpe_quant"": 0.0745846178254188, ""ced"": 6.732323743895586e-18, ""egemaps"": 0.3173222543835257}"
brspeech,3,shapley,8,1014,contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0098561297193716,2.052895382132905,1,256,"{""contentvec12"": 0.16511731522675696, ""wavlm"": 0.4429757480947198, ""auditory_erb"": 0.0, ""speaker"": 1.3377191335987162e-17, ""rmvpe_cont"": 7.038830556793433e-18, ""rmvpe_quant"": 0.07458488372876168, ""ced"": 0.0, ""egemaps"": 0.31732205294976146}"
brspeech,3,shapley,9,1015,whisper+contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0097709988622057,2.049512556381257,1,256,"{""whisper"": 0.006902534908081356, ""contentvec12"": 0.1639828695028299, ""wavlm"": 0.44179426546667666, ""auditory_erb"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 1.0083080204115187e-17, ""rmvpe_quant"": 0.07338081346407324, ""ced"": 0.0, ""egemaps"": 0.3139395166583386}"
brspeech,3,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0097709988618124,2.0495088292639627,1,256,"{""whisper"": 0.0069027717541852865, ""contentvec12"": 0.16398262363886232, ""wavlm"": 0.4417940278712334, ""beats"": 2.4247330584224106e-17, ""auditory_erb"": 1.8644141463687908e-17, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.07338037721829277, ""ced"": 0.0, ""egemaps"": 0.31394019951742613}"
brspeech,3,singleton,1,4,wavlm,1.33288469800621,2.34966293566195,1,256,"{""wavlm"": 1.0}"
brspeech,3,singleton,2,516,wavlm+egemaps,1.0442190521065684,1.4533792500161018,1,256,"{""wavlm"": 0.5089279997014914, ""egemaps"": 0.4910720002985086}"
brspeech,3,singleton,3,518,contentvec12+wavlm+egemaps,1.0146283998436665,1.5982566514426677,1,256,"{""contentvec12"": 0.173451454876776, ""wavlm"": 0.4422059710421516, ""egemaps"": 0.3843425740810724}"
brspeech,3,singleton,4,582,contentvec12+wavlm+rmvpe_cont+egemaps,1.014628399843655,1.5982566936675084,1,256,"{""contentvec12"": 0.17345155266855, ""wavlm"": 0.442205893465012, ""rmvpe_cont"": 2.049819732355407e-18, ""egemaps"": 0.384342553866438}"
brspeech,3,singleton,5,838,contentvec12+wavlm+rmvpe_cont+ced+egemaps,1.0145700576579513,1.6048833816295724,1,256,"{""contentvec12"": 0.17294967726735247, ""wavlm"": 0.4417541870616739, ""rmvpe_cont"": 0.0, ""ced"": 0.008880379954753681, ""egemaps"": 0.37641575571622}"
brspeech,3,singleton,6,966,contentvec12+wavlm+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0098561297193738,2.0528954125142005,1,256,"{""contentvec12"": 0.16511730607410433, ""wavlm"": 0.4429756972748843, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.07458490196420937, ""ced"": 1.5836233860984806e-17, ""egemaps"": 0.31732209468680206}"
brspeech,3,singleton,7,998,contentvec12+wavlm+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0098561297194648,2.0528935658249647,1,256,"{""contentvec12"": 0.16511748741298798, ""wavlm"": 0.4429756403780676, ""speaker"": 1.1884084008214647e-17, ""rmvpe_cont"": 5.845162610765113e-18, ""rmvpe_quant"": 0.0745846178254188, ""ced"": 6.732323743895586e-18, ""egemaps"": 0.3173222543835257}"
brspeech,3,singleton,8,1014,contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0098561297193716,2.052895382132905,1,256,"{""contentvec12"": 0.16511731522675696, ""wavlm"": 0.4429757480947198, ""auditory_erb"": 0.0, ""speaker"": 1.3377191335987162e-17, ""rmvpe_cont"": 7.038830556793433e-18, ""rmvpe_quant"": 0.07458488372876168, ""ced"": 0.0, ""egemaps"": 0.31732205294976146}"
brspeech,3,singleton,9,1015,whisper+contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0097709988622057,2.049512556381257,1,256,"{""whisper"": 0.006902534908081356, ""contentvec12"": 0.1639828695028299, ""wavlm"": 0.44179426546667666, ""auditory_erb"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 1.0083080204115187e-17, ""rmvpe_quant"": 0.07338081346407324, ""ced"": 0.0, ""egemaps"": 0.3139395166583386}"
brspeech,3,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0097709988618124,2.0495088292639627,1,256,"{""whisper"": 0.0069027717541852865, ""contentvec12"": 0.16398262363886232, ""wavlm"": 0.4417940278712334, ""beats"": 2.4247330584224106e-17, ""auditory_erb"": 1.8644141463687908e-17, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.07338037721829277, ""ced"": 0.0, ""egemaps"": 0.31394019951742613}"
brspeech,3,inner_search,1,4,wavlm,1.33288469800621,2.34966293566195,1,256,"{""wavlm"": 1.0}"
brspeech,3,inner_search,2,516,wavlm+egemaps,1.0442190521065684,1.4533792500161018,1,256,"{""wavlm"": 0.5089279997014914, ""egemaps"": 0.4910720002985086}"
brspeech,3,inner_search,3,518,contentvec12+wavlm+egemaps,1.0146283998436665,1.5982566514426677,1,256,"{""contentvec12"": 0.173451454876776, ""wavlm"": 0.4422059710421516, ""egemaps"": 0.3843425740810724}"
brspeech,3,inner_search,4,646,contentvec12+wavlm+rmvpe_quant+egemaps,1.0098561297193718,2.052895450901031,1,256,"{""contentvec12"": 0.1651172796750597, ""wavlm"": 0.44297575468162464, ""rmvpe_quant"": 0.07458490057375995, ""egemaps"": 0.3173220650695557}"
brspeech,3,inner_search,5,647,whisper+contentvec12+wavlm+rmvpe_quant+egemaps,1.0097709988618224,2.049508207494043,1,256,"{""whisper"": 0.006902785020655477, ""contentvec12"": 0.16398260993509944, ""wavlm"": 0.4417940704246264, ""rmvpe_quant"": 0.07338028336697089, ""egemaps"": 0.3139402512526479}"
brspeech,3,inner_search,6,663,whisper+contentvec12+wavlm+auditory_erb+rmvpe_quant+egemaps,1.0097709988618124,2.049508794742994,1,256,"{""whisper"": 0.0069027695910552, ""contentvec12"": 0.16398263738245875, ""wavlm"": 0.44179401996007983, ""auditory_erb"": 6.148733925105134e-17, ""rmvpe_quant"": 0.07338037126524243, ""egemaps"": 0.3139402018011637}"
